0.007769;0.007565;0.007586;0.007463;0.007484;0.007541;0.007594;0.008949;0.010742;0.007515;0.008424;0.013206;0.008646;0.007643;0.007718;0.007679;0.012759;0.013067;0.010283;0.007525;0.007537;0.007584;0.007662;0.007564;0.007590;0.007751;0.007552;0.007884;0.007729;0.007499;0.007497;0.007585;0.007651;0.007622;0.007493;0.007439;0.007660;0.007580;0.007455;0.007505;0.007677;0.008552;0.007627;0.007510;0.007741;0.007659;0.007452;0.007491;0.007409;0.007584;0.007710;0.007581;0.007596;0.007640;0.007546;0.007580;0.007463;0.007624;0.007496;0.007551;0.007608;0.007450;0.007465;0.007548;0.007459;0.007715;0.007545;0.007515;0.007515;0.007472;0.007509;0.007635;0.007443;0.007669;0.007679;0.007527;0.007420;0.007558;0.007561;0.007601;0.007680;0.007679;0.007559;0.007772;0.007672;0.007488;0.007379;0.007556;0.007723;0.007549;0.007653;0.007732;0.007543;0.007557;0.007383;0.007542;0.007444;0.007785;0.007625;0.007514
0.004177;0.003898;0.003799;0.003820;0.003980;0.004420;0.004189;0.003856;0.003981;0.003878;0.003797;0.003836;0.003863;0.003840;0.003796;0.004740;0.004031;0.005863;0.004212;0.007834;0.007793;0.007852;0.007826;0.007483;0.004011;0.005259;0.003846;0.004297;0.003861;0.004043;0.004929;0.003928;0.004140;0.003976;0.003783;0.004048;0.003834;0.004354;0.006189;0.006344;0.003877;0.003879;0.003767;0.003916;0.003855;0.003946;0.003878;0.003869;0.003769;0.003864;0.003901;0.003985;0.003742;0.003827;0.003839;0.003913;0.004180;0.003970;0.003921;0.003824;0.003847;0.003928;0.003897;0.004041;0.004118;0.003953;0.004676;0.003857;0.003957;0.004810;0.004708;0.005895;0.004116;0.004048;0.004283;0.003862;0.003981;0.004158;0.003861;0.004044;0.003894;0.003968;0.003763;0.003946;0.005602;0.007681;0.004289;0.003963;0.003964;0.004303;0.003814;0.005905;0.006639;0.006515;0.007331;0.004657;0.004115;0.003826;0.004097;0.004499
0.003134;0.003716;0.002868;0.004657;0.002976;0.002787;0.002739;0.002615;0.002734;0.002580;0.002713;0.002603;0.002696;0.002621;0.002598;0.003117;0.002618;0.002630;0.002890;0.003905;0.002844;0.002969;0.003810;0.004542;0.003043;0.002601;0.002530;0.002548;0.003091;0.002813;0.002634;0.002682;0.002734;0.002553;0.002608;0.002574;0.002543;0.002638;0.002705;0.003000;0.002635;0.002688;0.002595;0.002623;0.002646;0.002623;0.004484;0.002672;0.002585;0.002747;0.003626;0.013729;0.002762;0.002893;0.003283;0.003436;0.003086;0.003340;0.003352;0.003630;0.002801;0.004363;0.003222;0.003139;0.002578;0.002564;0.002791;0.002847;0.002804;0.003384;0.002881;0.002636;0.003016;0.003356;0.003997;0.003471;0.002625;0.002624;0.004132;0.002983;0.003714;0.005330;0.003734;0.003155;0.004245;0.003870;0.004492;0.003623;0.003322;0.002899;0.002719;0.002739;0.003016;0.003639;0.002731;0.005116;0.004728;0.003630;0.002931;0.003067
0.002278;0.002784;0.013273;0.002775;0.005491;0.003280;0.002149;0.023473;0.004627;0.002135;0.001981;0.002109;0.003004;0.005521;0.002620;0.002251;0.002063;0.002138;0.001994;0.001990;0.002999;0.014489;0.002701;0.004148;0.001945;0.002738;0.002243;0.002348;0.006625;0.001973;0.002273;0.001995;0.002126;0.004629;0.004502;0.012847;0.002652;0.006191;0.002582;0.003529;0.007090;0.003074;0.004150;0.003939;0.003254;0.003448;0.003389;0.003122;0.003863;0.003082;0.002216;0.003416;0.002974;0.003332;0.002808;0.002073;0.002552;0.003428;0.004579;0.004730;0.003282;0.002177;0.002145;0.002208;0.002735;0.002531;0.002457;0.002045;0.002554;0.002363;0.002432;0.003990;0.002595;0.003297;0.002087;0.001952;0.002044;0.002982;0.002985;0.002846;0.002175;0.002340;0.001991;0.001988;0.003228;0.002918;0.002167;0.002072;0.004496;0.002668;0.003316;0.004651;0.004428;0.004398;0.003388;0.003341;0.002556;0.002280;0.002169;0.002123
0.004897;0.009415;0.004697;0.021216;0.035979;0.028016;0.027924;0.027973;0.024468;0.047878;0.003250;0.002802;0.003126;0.003371;0.007334;0.001756;0.002046;0.001596;0.001722;0.002208;0.002493;0.002400;0.001744;0.001664;0.002585;0.001585;0.001863;0.002071;0.003447;0.003409;0.004953;0.020045;0.004819;0.004551;0.007159;0.002543;0.002361;0.002448;0.002733;0.003374;0.003317;0.003200;0.003153;0.003856;0.002391;0.002344;0.003335;0.003135;0.003134;0.002367;0.002311;0.002452;0.003350;0.003252;0.002976;0.002623;0.003657;0.002575;0.002998;0.002803;0.002892;0.003176;0.003386;0.003250;0.002766;0.005849;0.003369;0.002863;0.002382;0.002296;0.001556;0.002430;0.002801;0.003555;0.002631;0.002134;0.001828;0.013791;0.005671;0.001688;0.001790;0.001970;0.001805;0.001957;0.001713;0.001681;0.001721;0.001710;0.002316;0.001856;0.001647;0.001749;0.002849;0.002054;0.003085;0.001961;0.003688;0.002721;0.002657;0.003843
0.003186;0.003287;0.003582;0.002270;0.003293;0.002089;0.002273;0.002927;0.002190;0.002094;0.003783;0.002893;0.003251;0.003173;0.003130;0.002368;0.007064;0.004555;0.003006;0.004681;0.003333;0.003397;0.003112;0.003694;0.004972;0.003214;0.003302;0.002591;0.002828;0.004099;0.002631;0.003132;0.002228;0.003102;0.003463;0.001970;0.002312;0.002528;0.002340;0.002434;0.001889;0.003658;0.002716;0.024652;0.029238;0.018602;0.002090;0.002717;0.002848;0.002785;0.002339;0.002872;0.002330;0.002357;0.001434;0.003447;0.002743;0.002795;0.002761;0.002781;0.002206;0.002771;0.003418;0.003069;0.003085;0.003000;0.003945;0.002599;0.002703;0.002638;0.002896;0.002964;0.002983;0.002714;0.002618;0.003252;0.004808;0.001636;0.001663;0.002305;0.001909;0.002608;0.002111;0.001449;0.001677;0.001484;0.002035;0.002196;0.001397;0.002027;0.007336;0.002604;0.002402;0.002780;0.018996;0.004365;0.001598;0.005030;0.016691;0.002681
0.005407;0.004199;0.005647;0.003943;0.003952;0.003832;0.003672;0.004112;0.004284;0.005257;0.017692;0.019274;0.005593;0.004475;0.015615;0.019077;0.004565;0.003885;0.006836;0.025560;0.007075;0.003353;0.005810;0.003167;0.004086;0.013066;0.008754;0.004326;0.004496;0.010146;0.014831;0.005208;0.011817;0.006451;0.003485;0.006813;0.008345;0.004870;0.004394;0.005500;0.004536;0.006646;0.006172;0.002553;0.007061;0.011384;0.004093;0.004413;0.004276;0.002588;0.002688;0.003885;0.003505;0.002854;0.002783;0.002640;0.003331;0.004234;0.002658;0.002830;0.002830;0.002454;0.004002;0.002887;0.002602;0.003122;0.002417;0.003689;0.002385;0.002330;0.002856;0.002679;0.002480;0.003677;0.002862;0.002309;0.004034;0.002554;0.002402;0.002728;0.002778;0.002860;0.002564;0.003790;0.003850;0.002489;0.003647;0.004717;0.012130;0.004181;0.002341;0.003067;0.002670;0.002343;0.002384;0.003550;0.004020;0.002959;0.002483;0.003480
0.002983;0.002018;0.002206;0.003321;0.004678;0.005887;0.011804;0.004251;0.002453;0.002823;0.003339;0.002061;0.002402;0.002231;0.002130;0.002142;0.002212;0.003048;0.002034;0.002189;0.002069;0.002081;0.002279;0.002337;0.002967;0.002116;0.002064;0.002089;0.002060;0.002074;0.002249;0.002056;0.002850;0.002352;0.002338;0.002015;0.001983;0.002201;0.002156;0.002751;0.002316;0.002212;0.002343;0.002089;0.002111;0.002071;0.002137;0.002145;0.002376;0.002316;0.003301;0.002209;0.002150;0.002225;0.002062;0.003077;0.002991;0.002972;0.002400;0.003453;0.002105;0.002044;0.002112;0.002222;0.002141;0.002025;0.002114;0.002100;0.002322;0.002301;0.002130;0.002273;0.002016;0.003371;0.002155;0.002273;0.003303;0.003295;0.002058;0.002209;0.002067;0.002398;0.002021;0.002272;0.003007;0.002073;0.002100;0.002028;0.003365;0.002039;0.002058;0.004427;0.002479;0.002017;0.002056;0.003180;0.003081;0.001998;0.002137;0.002258
0.002096;0.002559;0.002727;0.002139;0.003814;0.006283;0.015498;0.002403;0.001964;0.001970;0.001796;0.002274;0.001832;0.001929;0.004174;0.003501;0.004150;0.003832;0.012181;0.004976;0.003822;0.002036;0.002033;0.001951;0.002397;0.001828;0.002157;0.002940;0.002903;0.002294;0.003293;0.003046;0.002334;0.002484;0.002070;0.003034;0.003456;0.002128;0.002565;0.002851;0.002088;0.002058;0.001806;0.002940;0.001851;0.002000;0.003012;0.002499;0.002228;0.001948;0.001885;0.002791;0.002009;0.002315;0.001839;0.002002;0.002924;0.002040;0.001885;0.002325;0.004021;0.002897;0.002087;0.002350;0.001968;0.002018;0.001848;0.001868;0.001860;0.002924;0.002720;0.001852;0.001969;0.001895;0.001912;0.001771;0.001856;0.001903;0.002993;0.002048;0.002066;0.002062;0.002791;0.002407;0.001942;0.002087;0.002881;0.002915;0.001880;0.001932;0.002118;0.002249;0.001971;0.003015;0.002948;0.003303;0.001843;0.002094;0.001997;0.001973
0.002536;0.001702;0.004553;0.001803;0.002538;0.002665;0.002571;0.002652;0.001703;0.001666;0.001799;0.001730;0.003943;0.001964;0.001674;0.001740;0.001743;0.002121;0.001758;0.002097;0.003220;0.001843;0.003660;0.001709;0.001874;0.002733;0.001647;0.002412;0.010134;0.009535;0.001736;0.001648;0.001811;0.002159;0.003673;0.001865;0.001650;0.001716;0.001663;0.001712;0.003479;0.002681;0.003435;0.006211;0.004110;0.002278;0.004149;0.004117;0.001843;0.002264;0.003862;0.003725;0.002437;0.002774;0.002474;0.003263;0.003750;0.006319;0.002502;0.002082;0.002775;0.003585;0.002842;0.002435;0.002464;0.002427;0.003026;0.007435;0.004631;0.006625;0.004574;0.004079;0.002938;0.004851;0.005211;0.002828;0.004113;0.006905;0.008803;0.006496;0.003290;0.004025;0.004348;0.009655;0.003352;0.005291;0.005299;0.003735;0.005206;0.004667;0.005858;0.003402;0.006596;0.003165;0.003354;0.003126;0.006143;0.004525;0.004622;0.005003
